semantic_group_id,records,pair_count,pair_similarity_min,pair_similarity_p05,pair_similarity_median,pair_similarity_mean,share_pairs_at_or_ab_threshold
8a184bcd2a6b8adcbf9b2a166765aa6c9317c580,2,1,0.9700431823730469,0.9700431823730469,0.9700431823730469,0.9700431823730469,1.0
68ed4f78d21b68e5360ef2a4779662ddce272839,2,1,0.9890024662017822,0.9890024662017822,0.9890024662017822,0.9890024662017822,1.0
0b6f5c77cdd30c4b6f7bbaa5d6251788c57ee5f5,3,3,0.9864996075630188,0.9866577386856079,0.9880812168121338,0.9893622398376465,1.0
4a17aff03f68ba17658e62f222e35f96efef3f75,3,3,0.9650349617004395,0.9665698409080505,0.9803839921951294,0.976263701915741,1.0
36b8b34d1eec2ffeab6ea7113a7a7af020a719b7,3,3,0.9889709949493408,0.9890931844711304,0.9901925921440125,0.9912012219429016,1.0
d6960be532275a7bda65f5da57e8919dbc1b5061,2,1,0.981404185295105,0.981404185295105,0.981404185295105,0.981404185295105,1.0
57a8995b7093aa8dc592eddc12091829810ff45d,2,1,0.9502694606781006,0.9502694606781006,0.9502694606781006,0.9502694606781006,1.0
c17e78bed4fc9b1b5f464b2bcd5923ca1dae3350,3,3,0.9769716262817383,0.9770672917366028,0.9779280424118042,0.9810722470283508,1.0
40249ca80877b99c86cde6b484c7eac42bf43dbd,2,1,0.972537636756897,0.972537636756897,0.972537636756897,0.972537636756897,1.0
2ab04a5c8f1b906cbb0f6ea3c3c0d4f798a7b3f8,2,1,0.9577546715736389,0.9577546715736389,0.9577546715736389,0.9577546715736389,1.0
0c675acb551fa42aa4a76c7417d57aadc0de93b8,3,3,0.9631139039993286,0.9631869792938232,0.9638444185256958,0.9650442004203796,1.0
43bbd7bcc9c446b826d2a207b951400d55d13bab,2,1,0.9776483178138733,0.9776483178138733,0.9776483178138733,0.9776483178138733,1.0
1e213094c8539619126c2f8871e7bb0ab7890bf9,2,1,0.978884756565094,0.978884756565094,0.978884756565094,0.978884756565094,1.0
f4778b62b6f98a5f544f567d8ebfc8226c68fa6c,2,1,0.9871636629104614,0.9871636629104614,0.9871636629104614,0.9871636629104614,1.0
2bcf1475c350e2212e52739706f2fb59d9e74f30,2,1,0.9577251672744751,0.9577251672744751,0.9577251672744751,0.9577251672744751,1.0
53a424a184ec3b680275de8c77d184ec7ca98c0b,3,3,0.9629466533660889,0.963660717010498,0.9700871706008911,0.9758278727531433,1.0
72f0b7b2890913924cdf643884e318d1f8ef6ce0,3,3,0.9837945699691772,0.9842228293418884,0.9880771636962891,0.987820565700531,1.0
